         13501280 function calls (13282499 primitive calls) in 24.649 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 default.py:121(HTTPTransport)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 __init__.py:428(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:257(FileError)
        1    0.000    0.000    0.000    0.000 _config.py:194(Timeout)
        1    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
        2    0.000    0.000    0.000    0.000 types.py:672(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:743(Cookie)
        1    0.000    0.000    0.000    0.000 validation.py:81(Failure)
        1    0.000    0.000    0.000    0.000 threading.py:265(Condition)
        1    0.000    0.000    0.000    0.000 _tabs.py:239(TabMessage)
        1    0.000    0.000    0.000    0.000 _resources.py:10(AsyncResource)
       18    0.000    0.000    0.000    0.000 _style_properties.py:888(__set_name__)
        1    0.000    0.000    0.000    0.000 __init__.py:125(DeprecatedTuple)
        3    0.000    0.000    0.000    0.000 base_events.py:687(stop)
        1    0.000    0.000    0.000    0.000 __init__.py:2320(Tk)
        1    0.000    0.000    0.000    0.000 from_thread.py:83(_BlockingAsyncContextManager)
        2    0.000    0.000    0.000    0.000 _client.py:424(_build_auth)
        1    0.000    0.000    0.000    0.000 _writers.py:84(ContentLengthWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:811(_Tellable)
        1    0.000    0.000    0.000    0.000 _synchronization.py:293(Semaphore)
        1    0.000    0.000    0.000    0.000 _streams.py:17(UnreliableObjectReceiveStream)
        2    0.000    0.000    0.000    0.000 typing.py:459(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _button.py:158(Pressed)
        1    0.000    0.000    0.000    0.000 _auth.py:19(Auth)
        1    0.000    0.000    0.000    0.000 request.py:1589(CacheFTPHandler)
        2    0.000    0.000    0.000    0.000 typing.py:2512(final)
        1    0.000    0.000    0.000    0.000 _asyncio.py:888(BlockingPortal)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 _synchronization.py:80(Event)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 header.py:175(Header)
        1    0.000    0.000    0.000    0.000 progress.py:853(DownloadColumn)
        1    0.000    0.000    0.000    0.000 __init__.py:3061(Checkbutton)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 ssl.py:227(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 ssl.py:560(options)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 __init__.py:174(HTTPMethod)
        1    0.000    0.000    0.000    0.000 _make.py:2914(Factory)
        1    0.000    0.000    0.000    0.000 token.py:12(_TokenType)
        1    0.000    0.000    0.000    0.000 _utils.py:291(Timer)
        1    0.000    0.000    0.000    0.000 transition.py:4(Transition)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 :1(_OptionalValidatorAttributes)
        1    0.000    0.000    0.000    0.000 _config.py:323(Proxy)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 _loading_indicator.py:16(LoadingIndicator)
        1    0.000    0.000    0.000    0.000 canvas.py:89(VerticalLine)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:697(Protocol)
        1    0.000    0.000    0.000    0.000 tempfile.py:432(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 _make.py:82(_CacheHashWrapper)
        1    0.000    0.000    0.000    0.000 _tabbed_content.py:287(Cleared)
        1    0.000    0.000    0.000    0.000 _style_properties.py:65(GenericProperty)
        1    0.000    0.000    0.000    0.000 :1(_MinLengthValidatorAttributes)
        1    0.000    0.000    0.000    0.000 gettext.py:267(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:2991(<lambda>)
        1    0.000    0.000    0.000    0.000 _tabbed_content.py:176(TabPaneMessage)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 _tree.py:521(NodeCollapsed)
        5    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
       12    0.000    0.000    0.000    0.000 i18n.py:148(_ngettext_noop)
        1    0.000    0.000    0.000    0.000 exceptions.py:231(BadOptionUsage)
        1    0.000    0.000    0.000    0.000 __init__.py:637(path)
        1    0.000    0.000    0.000    0.000 live.py:16(_RefreshThread)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 _testing.py:9(TaskInfo)
        1    0.000    0.000    0.000    0.000 _multipart.py:193(MultipartStream)
        1    0.000    0.000    0.000    0.000 validators.py:254(__call__)
        1    0.000    0.000    0.000    0.000 _asyncio.py:807(WorkerThread)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1645(Event)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:100(Resize)
        1    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 _parser.py:100(checkgroup)
        1    0.000    0.000    0.000    0.000 _synchronization.py:153(AsyncSemaphore)
        1    0.000    0.000    0.000    0.000 feedparser.py:208(_pop_message)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
       10    0.000    0.000    0.000    0.000 enum.py:178(__init__)
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 events.py:169(AbstractServer)
       10    0.000    0.000    0.000    0.000 palette.py:14(__init__)
        1    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 tokenizer.py:199(Tokenizer)
        1    0.000    0.000    0.000    0.000 _style_properties.py:608(LayoutProperty)
        1    0.000    0.000    0.000    0.000 :1(_SubclassOfValidatorAttributes)
        1    0.000    0.000    0.000    0.000 validators.py:593(_subclass_of)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:929(<genexpr>)
        1    0.000    0.000    0.000    0.000 colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:503(StringTemplateStyle)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 product.py:5(Product)
        1    0.000    0.000    0.000    0.000 __init__.py:2497(Place)
        1    0.000    0.000    0.000    0.000 _streams.py:118(ByteReceiveStream)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 message.py:331(set_payload)
        1    0.000    0.000    0.000    0.000 request.py:1475(FileHandler)
        1    0.000    0.000    0.000    0.000 _directory_tree.py:94(DirectorySelected)
        1    0.000    0.000    0.000    0.000 types.py:156(CompositeParamType)
        1    0.000    0.000    0.000    0.000 _models.py:167(Origin)
        1    0.000    0.000    0.000    0.000 client.py:1499(IncompleteRead)
        2    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 scrollbar.py:50(ScrollTo)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 request.py:2405(ftpwrapper)
        1    0.000    0.000    0.000    0.000 app.py:231(_NullFile)
        1    0.000    0.000    0.000    0.000 :1(_MaxLengthValidatorAttributes)
        1    0.000    0.000    0.000    0.000 _asyncio.py:932(StreamWriterWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:764(legacy_normalize)
        1    0.000    0.000    0.000    0.000 __init__.py:48(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 request.py:830(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 widget.py:227(_BorderTitle)
        1    0.000    0.000    0.000    0.000 _style_properties.py:656(OffsetProperty)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 unix_events.py:1349(ThreadedChildWatcher)
        2    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3553(Doc)
        1    0.000    0.000    0.000    0.000 _tabs.py:119(TabMessage)
        8    0.000    0.000    0.000    0.000 _style_properties.py:273(__init__)
        4    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 filter.py:27(LineFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:3566(Scrollbar)
        1    0.000    0.000    0.000    0.000 _default.py:29(default_monitor_class)
        1    0.000    0.000    0.000    0.000 abc.py:80(ResourceLoader)
        1    0.000    0.000    0.000    0.000 suggester.py:96(SuggestFromList)
        1    0.000    0.000    0.000    0.000 app.py:244(_PrintCapture)
        1    0.000    0.000    0.000    0.000 queues.py:218(PriorityQueue)
        1    0.000    0.000    0.000    0.000 random.py:876(SystemRandom)
        1    0.000    0.000    0.000    0.000 _multipart.py:39(DataField)
        2    0.000    0.000    0.000    0.000 _button.py:170(control)
        1    0.000    0.000    0.000    0.000 command.py:310(Command)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1503(TypeVar)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 tokenizer.py:21(TokenError)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        1    0.000    0.000    0.000    0.000 _sockets.py:152(UDPSocket)
        1    0.000    0.000    0.000    0.000 request.py:641(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 responses.py:5(InventoryItemResponse)
        3    0.000    0.000    0.000    0.000 _utility.py:307(__init__)
        1    0.000    0.000    0.000    0.000 _writers.py:116(Http10Writer)
        1    0.000    0.000    0.000    0.000 _synchronization.py:616(ResourceGuard)
        1    0.000    0.000    0.000    0.000 request.py:1252(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 canvas.py:125(Rectangle)
        8    0.000    0.000    0.000    0.000 color.py:478(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:577(Event)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1600(ConnectedUNIXDatagramSocket)
        5    0.000    0.000    0.000    0.000 api_client.py:46(retry_on_exception)
        1    0.000    0.000    0.000    0.000 _utility.py:444(get_style_code)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 _cell_widths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:26(CapacityLimiterStatistics)
        1    0.000    0.000    0.000    0.000 features.py:25(<genexpr>)
        1    0.000    0.000    0.000    0.000 binding.py:37(Binding)
        1    0.000    0.000    0.000    0.000 events.py:66(Load)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 _spatial_map.py:15(SpatialMap)
        1    0.000    0.000    0.000    0.000 styled.py:11(Styled)
        1    0.000    0.000    0.000    0.000 _extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _streams.py:52(UnreliableObjectSendStream)
        1    0.000    0.000    0.000    0.000 _models.py:1175(_CookieCompatRequest)
        1    0.000    0.000    0.000    0.000 widget.py:147(_Styled)
        1    0.000    0.000    0.000    0.000 unix_events.py:1030(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:919(PidfdChildWatcher)
        2    0.000    0.000    0.000    0.000 validators.py:330(__call__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 api_client.py:71(__init__)
        1    0.000    0.000    0.000    0.000 responses.py:35(PriceRecordResponse)
        1    0.000    0.000    0.000    0.000 style.py:58(StyleMeta)
        1    0.000    0.000    0.000    0.000 _exceptions.py:18(BusyResourceError)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 stylesheet.py:121(CssSource)
        1    0.000    0.000    0.000    0.000 reactive.py:368(reactive)
        1    0.000    0.000    0.000    0.000 signal.py:33(Signal)
        1    0.000    0.000    0.000    0.000 region.py:4(Region)
        2    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:3527(Scale)
        5    0.000    0.000    0.000    0.000 __init__.py:672(__init__)
        1    0.000    0.000    0.000    0.000 _config.py:281(Limits)
        2    0.000    0.000    0.000    0.000 app.py:658(return_value)
